學年度,學校代碼,學校名稱,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
112,29,國立臺灣藝術大學,表演藝術學院表演藝術博士班,D 日,D 博士,16,0,5,01 新北市,1 一般
112,29,國立臺灣藝術大學,藝術管理與文化政策研究所,D 日,D 博士,31,0,1,01 新北市,1 一般
112,29,國立臺灣藝術大學,藝術管理與文化政策研究所,D 日,M 碩士,44,4,9,01 新北市,1 一般
112,29,國立臺灣藝術大學,圖文傳播藝術學系,D 日,M 碩士,36,0,7,01 新北市,1 一般
112,29,國立臺灣藝術大學,圖文傳播藝術學系,N 職,M 碩士,20,0,8,01 新北市,1 一般
112,29,國立臺灣藝術大學,圖文傳播藝術學系,D 日,B 學士,171,9,39,01 新北市,1 一般
112,29,國立臺灣藝術大學,圖文傳播藝術學系,P 進,B 學士,152,0,35,01 新北市,1 一般
112,29,國立臺灣藝術大學,亞太建築空間與文物保存學士學位學程,D 日,B 學士,45,1,0,01 新北市,1 一般
112,29,國立臺灣藝術大學,廣播電視學系,D 日,M 碩士,37,0,18,01 新北市,1 一般
112,29,國立臺灣藝術大學,廣播電視學系,N 職,M 碩士,42,0,8,01 新北市,1 一般
112,29,國立臺灣藝術大學,廣播電視學系,D 日,B 學士,189,9,41,01 新北市,1 一般
112,29,國立臺灣藝術大學,廣播電視學系,P 進,B 學士,146,0,37,01 新北市,1 一般
112,29,國立臺灣藝術大學,廣播電視學系,N 修,C 二技,64,0,35,01 新北市,1 一般
112,29,國立臺灣藝術大學,通識及共同科目,D 日,,0,9,0,01 新北市,1 一般
112,29,國立臺灣藝術大學,師資培育中心,D 日,,0,5,0,01 新北市,1 一般
112,29,國立臺灣藝術大學,體育室,D 日,,0,5,0,01 新北市,1 一般
112,30,國立臺東大學,教育學系教育研究博士班,D 日,D 博士,18,0,5,14 臺東縣,1 一般
112,30,國立臺東大學,教育學系課程與教學碩士班,D 日,M 碩士,40,0,12,14 臺東縣,1 一般
112,30,國立臺東大學,教育學系諮商心理碩士在職專班,N 職,M 碩士,151,0,19,14 臺東縣,1 一般
112,30,國立臺東大學,教育學系,D 日,B 學士,180,11,42,14 臺東縣,1 一般
112,30,國立臺東大學,特殊教育學系,D 日,M 碩士,24,0,6,14 臺東縣,1 一般
112,30,國立臺東大學,特殊教育學系,N 職,M 碩士,70,0,25,14 臺東縣,1 一般
112,30,國立臺東大學,特殊教育學系,D 日,B 學士,153,9,39,14 臺東縣,1 一般
112,30,國立臺東大學,幼兒教育學系,D 日,M 碩士,18,0,2,14 臺東縣,1 一般
112,30,國立臺東大學,幼兒教育學系碩士在職專班(暑期班),N 職,M 碩士,84,0,11,14 臺東縣,1 一般
112,30,國立臺東大學,幼兒教育學系,D 日,B 學士,300,11,55,14 臺東縣,1 一般
112,30,國立臺東大學,幼兒教育學系幼兒教育學士後學位學程教保員專班,P 進,B 學士,48,0,23,14 臺東縣,1 一般
112,30,國立臺東大學,國語文補救教學碩士在職專班,N 職,M 碩士,32,0,16,14 臺東縣,1 一般
112,30,國立臺東大學,體育學系,D 日,M 碩士,35,0,9,14 臺東縣,1 一般
112,30,國立臺東大學,體育學系,D 日,B 學士,200,9,35,14 臺東縣,1 一般
112,30,國立臺東大學,數位媒體與文教產業學系,D 日,M 碩士,14,0,0,14 臺東縣,1 一般
112,30,國立臺東大學,數位媒體與文教產業學系,D 日,B 學士,155,9,32,14 臺東縣,1 一般
112,30,國立臺東大學,美術產業學系,D 日,M 碩士,12,0,1,14 臺東縣,1 一般
112,30,國立臺東大學,美術產業學系,N 職,M 碩士,9,0,1,14 臺東縣,1 一般
112,30,國立臺東大學,美術產業學系,D 日,B 學士,162,9,31,14 臺東縣,1 一般
112,30,國立臺東大學,音樂學系,D 日,M 碩士,16,0,8,14 臺東縣,1 一般
112,30,國立臺東大學,音樂學系,D 日,B 學士,93,8,19,14 臺東縣,1 一般
112,30,國立臺東大學,人文學院南島文化研究博士班,D 日,D 博士,5,2,0,14 臺東縣,1 一般
112,30,國立臺東大學,英美語文學系,D 日,M 碩士,12,0,4,14 臺東縣,1 一般
112,30,國立臺東大學,英美語文學系,D 日,B 學士,145,8,43,14 臺東縣,1 一般
112,30,國立臺東大學,華語文學系,D 日,M 碩士,21,0,1,14 臺東縣,1 一般
112,30,國立臺東大學,華語文學系,D 日,B 學士,150,9,32,14 臺東縣,1 一般
112,30,國立臺東大學,兒童文學研究所,D 日,D 博士,25,0,2,14 臺東縣,1 一般
112,30,國立臺東大學,兒童文學研究所,D 日,M 碩士,47,6,14,14 臺東縣,1 一般
112,30,國立臺東大學,兒童文學研究所,N 職,M 碩士,78,0,14,14 臺東縣,1 一般
112,30,國立臺東大學,公共與文化事務學系南島文化研究碩士班,D 日,M 碩士,29,0,10,14 臺東縣,1 一般
112,30,國立臺東大學,公共與文化事務學系,N 職,M 碩士,72,0,7,14 臺東縣,1 一般
112,30,國立臺東大學,公共與文化事務學系,D 日,B 學士,191,11,47,14 臺東縣,1 一般
112,30,國立臺東大學,資訊管理學系產業管理與數位行銷進修學士班,P 進,B 學士,77,0,21,14 臺東縣,1 一般
112,30,國立臺東大學,綠色產業高階管理碩士在職專班,N 職,M 碩士,3,0,2,14 臺東縣,1 一般
112,30,國立臺東大學,大數據管理應用學士二年制在職學位學程,N 修,C 二技,19,0,8,14 臺東縣,1 一般
112,30,國立臺東大學,生命科學系,D 日,M 碩士,18,0,5,14 臺東縣,1 一般
112,30,國立臺東大學,生命科學系,D 日,B 學士,173,9,31,14 臺東縣,1 一般
112,30,國立臺東大學,應用科學系,D 日,M 碩士,14,0,5,14 臺東縣,1 一般
112,30,國立臺東大學,應用科學系,D 日,B 學士,323,14,69,14 臺東縣,1 一般
112,30,國立臺東大學,理工學院應用科學與生物技術博士班,D 日,D 博士,2,0,0,14 臺東縣,1 一般
112,30,國立臺東大學,應用數學系,D 日,B 學士,161,7,37,14 臺東縣,1 一般
112,30,國立臺東大學,資訊管理學系,D 日,M 碩士,18,0,8,14 臺東縣,1 一般
112,30,國立臺東大學,資訊管理學系環境經濟資訊管理碩士在職專班(暑期班),N 職,M 碩士,30,0,18,14 臺東縣,1 一般
112,30,國立臺東大學,資訊管理學系,D 日,B 學士,189,11,46,14 臺東縣,1 一般
112,30,國立臺東大學,資訊工程學系,D 日,M 碩士,13,0,8,14 臺東縣,1 一般
112,30,國立臺東大學,資訊工程學系,N 職,M 碩士,19,0,0,14 臺東縣,1 一般
112,30,國立臺東大學,資訊工程學系,D 日,B 學士,385,13,65,14 臺東縣,1 一般
112,30,國立臺東大學,綠色與資訊科技學士學位學程,D 日,B 學士,118,5,27,14 臺東縣,1 一般
112,30,國立臺東大學,綠能與資訊科技碩士學位學程,D 日,M 碩士,6,0,0,14 臺東縣,1 一般
112,30,國立臺東大學,食品生物技術應用二年制在職學位學程,N 修,C 二技,33,2,16,14 臺東縣,1 一般
112,30,國立臺東大學,生物醫學碩士學位學程,D 日,M 碩士,10,2,2,14 臺東縣,1 一般
112,30,國立臺東大學,高齡健康與照護管理原住民專班,D 日,B 學士,104,2,13,14 臺東縣,1 一般
112,30,國立臺東大學,公共與文化事務學系社會工作二年制在職專班,N 修,C 二技,64,0,24,14 臺東縣,1 一般
112,30,國立臺東大學,運動競技學士學位學程,D 日,B 學士,128,4,24,14 臺東縣,1 一般
112,30,國立臺東大學,文化資源與休閒產業學系,D 日,M 碩士,24,0,9,14 臺東縣,1 一般
112,30,國立臺東大學,文化資源與休閒產業學系,N 職,M 碩士,52,0,14,14 臺東縣,1 一般
112,30,國立臺東大學,文化資源與休閒產業學系,D 日,B 學士,172,11,42,14 臺東縣,1 一般
112,30,國立臺東大學,文化資源與休閒產業學系產業經營進修學士班,P 進,B 學士,121,0,18,14 臺東縣,1 一般
112,30,國立臺東大學,師範學院休閒事業管理碩士在職專班,N 職,M 碩士,64,2,15,14 臺東縣,1 一般
112,30,國立臺東大學,身心整合與運動休閒產業學系,D 日,B 學士,159,7,36,14 臺東縣,1 一般
112,30,國立臺東大學,全校不分系學士學位學程,D 日,B 學士,33,2,0,14 臺東縣,1 一般
112,30,國立臺東大學,通識及共同科目,D 日,,0,7,0,14 臺東縣,1 一般
112,30,國立臺東大學,軍訓教官,D 日,,0,5,0,14 臺東縣,1 一般
112,30,國立臺東大學,師資培育中心,D 日,,0,7,0,14 臺東縣,1 一般
112,31,國立宜蘭大學,外國語文學系,D 日,B 學士,184,13,52,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,應用經濟與管理學系經營管理碩士班,D 日,M 碩士,52,0,21,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,應用經濟與管理學系,D 日,B 學士,365,11,88,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,外國語文學系國際商務溝通碩士班,D 日,M 碩士,16,0,5,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,人文及管理學院高階經營管理碩士在職專班,N 職,M 碩士,43,2,24,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,大數據管理與應用學士學位學程,D 日,,0,2,0,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,多媒體網路通訊數位學習碩士在職專班,N 職,M 碩士,44,2,18,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,人工智慧碩士學位學程,D 日,M 碩士,16,2,0,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,化學工程與材料工程學系,D 日,M 碩士,48,0,15,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,化學工程與材料工程學系,D 日,B 學士,391,14,82,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,環境工程學系,D 日,M 碩士,25,0,12,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,環境工程學系,D 日,B 學士,196,10,37,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,環境工程學系,P 進,B 學士,91,0,27,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,電機工程學系,D 日,M 碩士,44,0,11,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,電機工程學系,D 日,B 學士,371,14,72,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,電機工程學系,P 進,B 學士,93,0,20,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,電子工程學系,D 日,M 碩士,30,0,11,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,電子工程學系,D 日,B 學士,374,15,76,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,資訊工程學系,D 日,M 碩士,37,0,12,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,資訊工程學系,D 日,B 學士,209,9,42,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,電機資訊學院碩士在職專班,N 職,M 碩士,32,2,5,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,機械與機電工程學系,D 日,M 碩士,27,0,7,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,機械與機電工程學系,D 日,B 學士,387,13,72,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物機電工程學系,D 日,M 碩士,14,0,3,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物機電工程學系,D 日,B 學士,204,11,34,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,綠色科技學程碩士在職專班,N 職,M 碩士,26,2,8,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,食品科學系,D 日,M 碩士,38,0,13,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,食品科學系,D 日,B 學士,360,13,77,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,建築與永續規劃研究所,D 日,M 碩士,52,6,12,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,土木工程學系,D 日,M 碩士,44,0,6,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,土木工程學系,D 日,B 學士,397,13,82,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,無人機應用暨智慧農業碩士學位學程,D 日,M 碩士,15,2,2,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物技術與動物科學系,D 日,D 博士,16,0,1,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物技術與動物科學系,D 日,M 碩士,27,0,8,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物技術與動物科學系,D 日,B 學士,384,16,89,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,園藝學系,D 日,M 碩士,24,0,11,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,園藝學系,D 日,B 學士,214,11,47,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,智慧休閒農業進修學士學位學程,P 進,B 學士,92,3,25,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物資源學院碩士在職專班,N 職,M 碩士,26,0,8,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,生物資源學院原住民專班,D 日,B 學士,73,4,10,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,森林暨自然資源學系,D 日,M 碩士,21,0,7,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,森林暨自然資源學系,D 日,B 學士,191,10,44,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,休閒產業與健康促進學系運動與健康管理碩士班,D 日,M 碩士,16,0,4,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,休閒產業與健康促進學系,D 日,B 學士,178,8,47,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,休閒產業與健康促進學系,P 進,B 學士,105,0,27,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,通識及共同科目,D 日,,0,19,0,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,軍訓教官,D 日,,0,3,0,02 宜蘭縣,1 一般
112,31,國立宜蘭大學,其他(包括行政助教),D 日,,0,8,0,02 宜蘭縣,1 一般
112,32,國立聯合大學,文化創意與數位行銷學系,D 日,B 學士,189,7,45,05 苗栗縣,1 一般
112,32,國立聯合大學,文化創意與數位行銷學系,P 進,B 學士,114,0,39,05 苗栗縣,1 一般
112,32,國立聯合大學,工業設計學系,D 日,M 碩士,10,0,2,05 苗栗縣,1 一般
112,32,國立聯合大學,工業設計學系,D 日,B 學士,145,9,32,05 苗栗縣,1 一般
112,32,國立聯合大學,工業設計學系,P 進,B 學士,35,0,8,05 苗栗縣,1 一般
112,32,國立聯合大學,原住民學士學位學程專班,D 日,B 學士,43,2,7,05 苗栗縣,1 一般
112,32,國立聯合大學,臺灣語文與傳播學系,D 日,M 碩士,11,0,3,05 苗栗縣,1 一般
112,32,國立聯合大學,臺灣語文與傳播學系,D 日,B 學士,153,9,33,05 苗栗縣,1 一般
112,32,國立聯合大學,客家語言與傳播研究所,D 日,M 碩士,45,5,2,05 苗栗縣,1 一般
112,32,國立聯合大學,華語文學系,D 日,B 學士,170,7,45,05 苗栗縣,1 一般
112,32,國立聯合大學,財務金融學系,D 日,B 學士,201,8,49,05 苗栗縣,1 一般
112,32,國立聯合大學,財務金融學系,P 進,B 學士,17,0,10,05 苗栗縣,1 一般
112,32,國立聯合大學,經營管理學系,D 日,M 碩士,23,0,10,05 苗栗縣,1 一般
112,32,國立聯合大學,經營管理學系,D 日,B 學士,556,19,146,05 苗栗縣,1 一般
112,32,國立聯合大學,經營管理學系,P 進,B 學士,168,0,26,05 苗栗縣,1 一般
112,32,國立聯合大學,管理碩士在職學位學程,N 職,M 碩士,49,2,20,05 苗栗縣,1 一般
112,32,國立聯合大學,資訊管理學系,D 日,M 碩士,23,0,5,05 苗栗縣,1 一般
112,32,國立聯合大學,資訊管理學系,D 日,B 學士,368,13,76,05 苗栗縣,1 一般
112,32,國立聯合大學,資訊工程學系,D 日,M 碩士,12,0,5,05 苗栗縣,1 一般
112,32,國立聯合大學,資訊工程學系,D 日,B 學士,191,9,39,05 苗栗縣,1 一般
112,32,國立聯合大學,資訊工程學系,P 進,B 學士,124,0,26,05 苗栗縣,1 一般
112,32,國立聯合大學,化學工程學系,D 日,M 碩士,40,0,15,05 苗栗縣,1 一般
112,32,國立聯合大學,化學工程學系,D 日,B 學士,355,14,81,05 苗栗縣,1 一般
112,32,國立聯合大學,化學工程學系,P 進,B 學士,70,0,21,05 苗栗縣,1 一般
112,32,國立聯合大學,工程科技轉譯醫學國際碩士學位學程,D 日,M 碩士,2,2,1,05 苗栗縣,1 一般
112,32,國立聯合大學,材料科學工程學系,D 日,M 碩士,28,0,12,05 苗栗縣,1 一般
112,32,國立聯合大學,材料科學工程學系,D 日,B 學士,186,9,39,05 苗栗縣,1 一般
112,32,國立聯合大學,材料與化學工程博士學位學程,D 日,D 博士,21,2,2,05 苗栗縣,1 一般
112,32,國立聯合大學,環境與安全衛生工程學系,D 日,M 碩士,17,0,9,05 苗栗縣,1 一般
112,32,國立聯合大學,環境與安全衛生工程學系,D 日,B 學士,351,13,78,05 苗栗縣,1 一般
112,32,國立聯合大學,能源工程學系,D 日,M 碩士,24,0,6,05 苗栗縣,1 一般
112,32,國立聯合大學,能源工程學系,D 日,B 學士,135,9,31,05 苗栗縣,1 一般
112,32,國立聯合大學,電機工程學系,D 日,M 碩士,71,0,26,05 苗栗縣,1 一般
112,32,國立聯合大學,電機工程學系,D 日,B 學士,735,24,144,05 苗栗縣,1 一般
112,32,國立聯合大學,電子工程學系,D 日,M 碩士,41,0,15,05 苗栗縣,1 一般
112,32,國立聯合大學,電子工程學系,D 日,B 學士,756,26,154,05 苗栗縣,1 一般
112,32,國立聯合大學,光電工程學系,D 日,M 碩士,39,0,7,05 苗栗縣,1 一般
112,32,國立聯合大學,光電工程學系,D 日,B 學士,348,13,71,05 苗栗縣,1 一般
112,32,國立聯合大學,機械工程學系,D 日,M 碩士,32,0,14,05 苗栗縣,1 一般
112,32,國立聯合大學,機械工程學系,D 日,B 學士,738,26,146,05 苗栗縣,1 一般
112,32,國立聯合大學,機械工程學系,P 進,B 學士,256,0,34,05 苗栗縣,1 一般
112,32,國立聯合大學,建築學系,D 日,M 碩士,8,0,5,05 苗栗縣,1 一般
112,32,國立聯合大學,建築學系,D 日,B 學士,213,11,32,05 苗栗縣,1 一般
112,32,國立聯合大學,建築學系室內設計進修學士班,P 進,B 學士,2,0,0,05 苗栗縣,1 一般
112,32,國立聯合大學,土木與防災工程學系,D 日,M 碩士,16,0,9,05 苗栗縣,1 一般
112,32,國立聯合大學,土木與防災工程學系,D 日,B 學士,179,10,52,05 苗栗縣,1 一般
112,32,國立聯合大學,土木與防災工程學系,P 進,B 學士,119,0,19,05 苗栗縣,1 一般
112,32,國立聯合大學,文化觀光產業學系,D 日,B 學士,167,7,39,05 苗栗縣,1 一般
112,32,國立聯合大學,文化觀光產業學系,P 進,B 學士,115,0,32,05 苗栗縣,1 一般
112,32,國立聯合大學,通識及共同科目,D 日,,0,17,0,05 苗栗縣,1 一般
112,32,國立聯合大學,語言中心,D 日,,0,11,0,05 苗栗縣,1 一般
112,33,國立虎尾科技大學,多媒體設計系數位內容創意產業碩士班,D 日,M 碩士,34,0,9,09 雲林縣,2 技職
112,33,國立虎尾科技大學,多媒體設計系,D 日,B 四技,238,11,53,09 雲林縣,2 技職
112,33,國立虎尾科技大學,多媒體設計系,N 修,B 四技,152,0,49,09 雲林縣,2 技職
112,33,國立虎尾科技大學,多媒體設計系,D 日,C 二技,66,0,30,09 雲林縣,2 技職
112,33,國立虎尾科技大學,應用外語系,D 日,B 四技,375,15,90,09 雲林縣,2 技職
112,33,國立虎尾科技大學,應用外語系,N 修,B 四技,34,0,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,應用外語系,N 修,C 二技,0,0,9,09 雲林縣,2 技職
112,33,國立虎尾科技大學,財務金融系碩士班,D 日,M 碩士,23,0,9,09 雲林縣,2 技職
112,33,國立虎尾科技大學,財務金融系,D 日,B 四技,234,11,52,09 雲林縣,2 技職
112,33,國立虎尾科技大學,財務金融系,N 修,B 四技,167,0,42,09 雲林縣,2 技職
112,33,國立虎尾科技大學,財務金融系,N 修,C 二技,51,0,17,09 雲林縣,2 技職
112,33,國立虎尾科技大學,企業管理系經營管理碩士班,D 日,M 碩士,31,0,11,09 雲林縣,2 技職
112,33,國立虎尾科技大學,企業管理系經營管理碩士在職專班,N 職,M 碩士,25,0,8,09 雲林縣,2 技職
112,33,國立虎尾科技大學,企業管理系,D 日,B 四技,370,10,104,09 雲林縣,2 技職
112,33,國立虎尾科技大學,企業管理系,N 修,C 二技,52,0,21,09 雲林縣,2 技職
112,33,國立虎尾科技大學,文理學院,D 日,,0,3,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,管理學院,D 日,,0,1,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,生物科技系碩士班,D 日,M 碩士,40,0,14,09 雲林縣,2 技職
112,33,國立虎尾科技大學,生物科技系碩士在職專班,N 職,M 碩士,18,0,3,09 雲林縣,2 技職
112,33,國立虎尾科技大學,生物科技系,D 日,B 四技,289,15,61,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊管理系碩士班,D 日,M 碩士,64,0,15,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊管理系碩士在職專班,N 職,M 碩士,17,0,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊管理系,D 日,B 四技,270,13,54,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊管理系,N 修,B 四技,184,0,42,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊工程系碩士班,D 日,M 碩士,79,0,20,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊工程系,D 日,B 四技,460,19,82,09 雲林縣,2 技職
112,33,國立虎尾科技大學,資訊工程科,D 日,5 五專,164,0,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電機資訊學院,D 日,,0,2,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,材料科學與工程系材料科學與綠色能源工程碩士班,D 日,M 碩士,62,0,20,09 雲林縣,2 技職
112,33,國立虎尾科技大學,材料科學與工程系材料科學與綠色能源工程碩士在職專班,N 職,M 碩士,7,0,4,09 雲林縣,2 技職
112,33,國立虎尾科技大學,材料科學與工程系,D 日,B 四技,426,17,102,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電機工程系碩士班,D 日,M 碩士,105,0,52,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電機工程系碩士在職專班,N 職,M 碩士,18,0,5,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電機工程系,D 日,B 四技,459,23,93,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電機工程系,N 修,B 四技,337,0,85,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電機工程系,D 日,C 二技,85,0,45,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電子工程系碩士班,D 日,M 碩士,72,0,33,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電子工程系,D 日,B 四技,230,20,51,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電子工程系,N 修,B 四技,105,0,27,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電子工程系,D 日,C 二技,87,0,29,09 雲林縣,2 技職
112,33,國立虎尾科技大學,電子工程科,D 日,2 二專,78,0,9,09 雲林縣,2 技職
112,33,國立虎尾科技大學,光電工程系光電與材料科技博士班,D 日,D 博士,14,0,6,09 雲林縣,2 技職
112,33,國立虎尾科技大學,光電工程系光電與材料科技碩士班,D 日,M 碩士,88,0,43,09 雲林縣,2 技職
112,33,國立虎尾科技大學,光電工程系光電與材料科技碩士在職專班,N 職,M 碩士,10,0,1,09 雲林縣,2 技職
112,33,國立虎尾科技大學,光電工程系,D 日,B 四技,461,19,81,09 雲林縣,2 技職
112,33,國立虎尾科技大學,光電工程系,N 修,B 四技,53,0,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,自動化工程系碩士班,D 日,M 碩士,52,0,24,09 雲林縣,2 技職
112,33,國立虎尾科技大學,自動化工程系,D 日,B 四技,516,19,97,09 雲林縣,2 技職
112,33,國立虎尾科技大學,動力機械工程系機械與機電工程博士班,D 日,D 博士,18,0,1,09 雲林縣,2 技職
112,33,國立虎尾科技大學,動力機械工程系機械與機電工程碩士班,D 日,M 碩士,48,0,30,09 雲林縣,2 技職
112,33,國立虎尾科技大學,動力機械工程系機械與機電工程碩士在職專班,N 職,M 碩士,18,0,5,09 雲林縣,2 技職
112,33,國立虎尾科技大學,動力機械工程系,D 日,B 四技,384,15,92,09 雲林縣,2 技職
112,33,國立虎尾科技大學,動力機械工程系,N 修,B 四技,205,1,27,09 雲林縣,2 技職
112,33,國立虎尾科技大學,動力機械工程系,N 修,C 二技,67,0,13,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械設計工程系碩士班,D 日,M 碩士,55,0,30,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械設計工程系,D 日,B 四技,465,22,86,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械設計工程系,N 修,B 四技,183,0,84,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械與電腦輔助工程系碩士班,D 日,M 碩士,104,0,38,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械與電腦輔助工程系碩士在職專班,N 職,M 碩士,31,0,2,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械與電腦輔助工程系,D 日,B 四技,405,19,81,09 雲林縣,2 技職
112,33,國立虎尾科技大學,機械與電腦輔助工程系,N 修,B 四技,348,0,48,09 雲林縣,2 技職
112,33,國立虎尾科技大學,精密機械工程科,D 日,5 五專,194,0,38,09 雲林縣,2 技職
112,33,國立虎尾科技大學,車輛工程系碩士班,D 日,M 碩士,31,0,6,09 雲林縣,2 技職
112,33,國立虎尾科技大學,車輛工程系,D 日,B 四技,391,14,105,09 雲林縣,2 技職
112,33,國立虎尾科技大學,車輛工程系,N 修,B 四技,184,0,42,09 雲林縣,2 技職
112,33,國立虎尾科技大學,飛機工程系航空與電子科技碩士班,D 日,M 碩士,76,0,28,09 雲林縣,2 技職
112,33,國立虎尾科技大學,飛機工程系,D 日,B 四技,747,30,163,09 雲林縣,2 技職
112,33,國立虎尾科技大學,航空維修學士學位學程,D 日,B 四技,51,0,24,09 雲林縣,2 技職
112,33,國立虎尾科技大學,工業管理系工業工程與管理碩士班,D 日,M 碩士,54,0,23,09 雲林縣,2 技職
112,33,國立虎尾科技大學,工業管理系工業工程與管理碩士在職專班,N 職,M 碩士,30,0,7,09 雲林縣,2 技職
112,33,國立虎尾科技大學,工業管理系,D 日,B 四技,380,13,91,09 雲林縣,2 技職
112,33,國立虎尾科技大學,智慧產業科技研發博士學位學程,D 日,D 博士,21,2,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,臥虎專班,D 日,B 四技,24,3,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,休閒遊憩系碩士班,D 日,M 碩士,23,0,7,09 雲林縣,2 技職
112,33,國立虎尾科技大學,休閒遊憩系碩士在職專班,N 職,M 碩士,23,0,10,09 雲林縣,2 技職
112,33,國立虎尾科技大學,休閒遊憩系,D 日,B 四技,166,9,43,09 雲林縣,2 技職
112,33,國立虎尾科技大學,農業科技系,D 日,B 四技,161,8,29,09 雲林縣,2 技職
112,33,國立虎尾科技大學,農業科技系,N 修,B 四技,104,0,30,09 雲林縣,2 技職
112,33,國立虎尾科技大學,通識及共同科目,D 日,,0,18,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,軍訓教官,D 日,,0,3,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,體育室,D 日,,0,11,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,語言中心,D 日,,0,5,0,09 雲林縣,2 技職
112,33,國立虎尾科技大學,語言中心,N 修,,0,1,0,09 雲林縣,2 技職
112,35,國立臺南藝術大學,音像紀錄研究所,D 日,M 碩士,37,4,10,11 臺南市,1 一般
112,35,國立臺南藝術大學,動畫藝術與影像美學研究所,D 日,M 碩士,83,5,14,11 臺南市,1 一般
